# Protein abundances computed from file '/tmp/knime_labelfree_MSGFp30355/fs-Conse_0-134-30361/000/000/ConsensusMapNormalizer_0/20190103_A1_0.consensusXML'
# Parameters (relevant only): top=0, average=sum
# Files/samples associated with abundance values below: 1: 'UNKNOWN', 2: 'UNKNOWN', 3: 'UNKNOWN', 4: 'UNKNOWN', 5: 'UNKNOWN', 6: 'UNKNOWN', 7: 'UNKNOWN', 8: 'UNKNOWN', 9: 'UNKNOWN', 10: 'UNKNOWN'
"protein"	"n_proteins"	"protein_score"	"n_peptides"	"abundance_1"	"abundance_2"	"abundance_3"	"abundance_4"	"abundance_5"	"abundance_6"	"abundance_7"	"abundance_8"	"abundance_9"	"abundance_10"
"sll1059"	1	0	5	137649630	112677110	106657350	117910930	109907040	131765980	107856050	71204290	134362100	115149500
"sll1062"	1	0	2	22042330	15347130	19318320	8569930	17064140	3703720	13023350	5176630	17819920	25593900
"sll1064"	1	0	1	2846650	3445330	12006100	2843510	12426700	11570500	3367250	1788660	6939120	1073290
"sll1069"	1	0	10	530141150.699219	600021811	476869516	428479297	646369252	588041432	414029248	661326456	561587090	528574376.296875
"sll1070"	1	0	19	7941863294.30078	9680979936.89844	8953116201.19922	8255713539.39844	8825581370.79688	8392754555.10156	7122471190	7133412928.69922	7149035913.80078	7212818503.5
"sll1071"	1	0	2	34164700	30205380	40471510	53194700	35158660	35865760	47548120	39957100	53448100	36003600
"sll1072"	1	0	1	77669917	54958090	60766237	51590911	35778354.9003906	19439348	16104058.5	39600912	32908757	58774035.8984375
"sll1074"	1	0	17	691184726	816660094.099609	910314207	785142231	891465332	885690641	739815453	816398134	595584519	747500639
"sll1076"	1	0	1	0	0	0	0	0	0	0	0	1605060	0
"sll1080"	1	0	1	26135600	45697800	101453000	47414700	81904896	54940300	45344900	37407200	57769100	49280200
"sll1082"	1	0	1	3754150	17019700	6271980	4572340	6284460	6090570	4367600	4899830	10353600	5851360
"sll1085"	1	0	1	2036710	459479	1286750	775890	572579	1245040	363522	2729140	378304	581532
"sll1089"	1	0	4	111769660	144677740	56400907	137850410	107749994	81753020	117241030	246229300	178058950	101708670
"sll1091"	1	0	10	827915408	863867072.601562	698412901	602927536	996292343	697955166	738048610	581969552	750439066	797503656
"sll1092"	1	0	1	8632260	6884270	4277200	8164230	5668290	15067600	2601660	3305690	5153560	1500360
"sll1096"	1	0	3	649947637	488042585.101562	980630432.203125	333938644.601562	866241423.300781	623433600	371361186.601562	189885502	957549945.5	131406169.398438
"sll1097"	1	0	6	1437224706	2438223018	2967391770	1814470982	1888451694.19922	1407257633	1581343546	1473235841	1848210550	1898951882
"sll1098"	1	0	16	1289278048	1064171674.70312	1556043290	1193905170	1381897509	1179361888	1920417176	944585672.203125	1728636779	1312360206
"sll1099"	1	0	21	28330167670.7031	25138268979.6953	32646564165.0498	25476560933.2314	25232560209	27913607404.4004	30070702960.832	25815892799.7012	25250008879.6992	19674484682.6953
"sll1101"	1	0	7	543862119	720230684.203125	1190531042	576010625	1254442157	654976209.599609	850428919.296875	528281023.101562	585786716.898438	624523323
"sll1106"	1	0	4	458099877	1225770168	699628732	767280232	913591655	963857694.296875	1767579732.69922	912005551	574352508.898438	1325016993.89844
"sll1108"	1	0	3	50367020	53905750	85262400	55645530	101086800	57687260	71829500	51014120	71013820	65637890
"sll1109"	1	0	4	86968150	118455890	166762078	270047600	94077976	159934540	484403544	474747692	400115200	415713070
"sll1110"	1	0	9	279655115	260631257	446602141.703125	284269921.398438	365359705.203125	330405540.898438	488773352.296875	332032703.200195	391463052	647875481.199219
"sll1118"	1	0	3	136668880	79509700	93345600	78935350	71958190	69672420	48217880	73496404	105207640	44822634
"sll1120"	1	0	5	23556680	48855210	32492376	24698200	34407970	26660740	21937110	19896220	19215294	21825970
"sll1127"	1	0	6	95126490	105343960	92431830	79470300	99138820	113950270	105751490	80874440	70948723	98426910
"sll1130"	1	0	4	5158440160	5216994184	7164260482	4579838920	5990943970	5047580298	3692568954	2964798756	3450909016	4786337370
"sll1135"	1	0	2	16027914	27217463.6992188	52276340	19575500	15135360	15452450	15923675	16429620	30938760	24212386
"sll1138"	1	0	1	24313200	19482300	24544600	13496600	14548300	22621500	19087400	12503700	19711000	17097600
"sll1143"	1	0	12	98040393	133695300	172193530	145423428	134174350	241327400	106162800	196744456	171976550	113991820
"sll1150"	1	0	1	26514400	7293320	13194000	17939400	23885200	11275300	8451250	9833820	9529600	7991250
"sll1151"	1	0	3	60405000	79181106.3984375	115795076	57967661	64493313	82848958	139125990.601562	134270106	78595701	150094810.398438
"sll1154"	1	0	1	8308310	20794000	0	0	7549810	79076096	11794700	0	0	4446670
"sll1159"	1	0	1	5015200	6828650	3934060	7108640	6036820	6168700	7090150	8694680	14810300	25816300
"sll1165"	1	0	13	248962685	267749670	300598967	230974100	291364410	290576036.099609	312765390	236889264	404635090	271818851
"sll1172"	1	0	5	290156914	308236100	230872014	294244596	275355902	411848004	387774998	373710392	201807706	428577628
"sll1173"	1	0	3	16750830	14974450	35956890	26688880	5555664	62984231	19255395	13749150	15445427	20339460
"sll1174"	1	0	4	35080380	55881370	47633660	62447900	48149670	72084400	69192310	40358180	74827810	50510450
"sll1178"	1	0	7	199968350	137669860	280160104	214358900	189983604	264236300	160199400	162222760	166559110	197350510
"sll1180"	1	0	11	218714700.300781	225677491	346293130	304570290	312247004	329245550	281196878	215343380	335855490	254233678
"sll1181"	1	0	4	13000660	23698560	40139350	32073455	31876277	108710680	30733470	49034670	50677560	53305800
"sll1182"	1	0	2	3515763.5	5846850.30078125	20790294.6015625	6585822.6015625	32473570	12016469	29677260	75687820	9867381	17233760
"sll1184"	1	0	9	166999020	193796679	167619812	128238720	568882792	523556567	400964759	340085596	193150355	319374849
"sll1185"	1	0	13	718713114.796875	954324046.599609	814515193	734493779.398438	976923911	1111992523.60156	914458935.898438	880366380.101562	1097705545	1076913506.90039
"sll1186"	1	0	4	41188900	59189040	49207420	35238000	58365380	58601000	45687920	32956550	51553850	75767570
"sll1188"	1	0	8	148076260	101937030	109426920	118285865	136573560	109442259	137747470	101275145	141155000	132301770
"sll1189"	1	0	1	8748950	23797670	14340730	13773740	22439500	32833970	7137890	13268900	8943440	17872000
"sll1193"	1	0	1	1032650	563934	1705720	188199	1456650	141411	1611750	214893	1117170	891776
"sll1194"	1	0	7	4520077608	4235660420	7439570436	3897199177	5552663432	5301280443	3112449117	8982610966	4552893403	5243076095
"sll1196"	1	0	4	105232770	91353630	149319480	84330810	97489049	82872935	83408648	64315890	84063457	127451490
"sll1198"	1	0	2	15405754	7930005	10436626	15213100	12475206	24362975	8466310	17035360	9956542	15463110
"sll1201"	1	0	1	30741680	42097000	28530800	27009990	31913000	22132100	32381300	26274200	23258890	56793500
"sll1209"	1	0	10	98506213	91790860	156102034	181358150	122478950	115514101	116843220	187842280	302692400	141477190
"sll1212"	1	0	5	640123666	657798973.203125	751523830.898438	683318217.601562	668981228.900391	974281671.101562	631672594.601562	664174121	607786613.398438	618312912.099609
"sll1213"	1	0	6	335410470	402681338	487119436	321450486	376645708	336597130	196598494	215390597	291873810	218530660
"sll1214"	1	0	6	133781990	136167430	187967463.796875	282361038	434021813	459333283	343210358.601562	249219015	200335780	289336730
"sll1217"	1	0	3	4937728	8366683.796875	39339219	13554260	21797199	12262680	14616677	18600330	25620259	20014381
"sll1218"	1	0	5	372352172	441190106	342326992	310003200	273214015	299055141.699219	394385996	335675244	392271473.5	319698906.300781
"sll1220"	1	0	2	7038490	18363250	11288500	8667050	8253240	6922430	10608270	4107170	18135640	24307860
"sll1221"	1	0	12	359091304	307562780	371003060	355255815.898438	303535003.601562	281451050	278182028	260872410	305884520	398314265.203125
"sll1222"	1	0	3	15265143	25138880	69998530	45838620	12247570	48844326	29444810	26629930	97178468	22440791
"sll1223"	1	0	5	102638280	122142680	107328300	110620140	87124452.8007812	78439595.6992188	117689821	82511400	102726172	106634929
"sll1224"	1	0	4	91977300	177450016	143445300	107523600	91128600	75323881	96717260	120408600	162319700	110746100
"sll1225"	1	0	1	1724990	8184550	6908430	5352680	8854450	6129290	4547480	16829370	9649900	12220970
"sll1226"	1	0	6	240306050	204878330	263304384	193452770	154188150	171775460	197192126	158425233	209917870	243229188
"sll1228"	1	0	1	2063160	1905610	270309	2952580	1626240	2730050	3115970	3718040	1095060	6711250
"sll1229"	1	0	2	25155940	12389090	17720140	15404170	15867640	10640070	27364110	10250340	16376340	38578000
"sll1231"	1	0	1	6579220	6015940	13432000	11760500	22978000	9317120	17194700	10132100	27878400	39415500
"sll1233"	1	0	3	31001730	35452360	53515400	48671950	43222800	42273080	33431480	43557130	28957510	36368400
"sll1234"	1	0	10	1685848098	1758438822.40039	1660340256.70312	1556759339.69922	2381208632	2000952366.70312	2408532218	2235605580.79688	1692826598.29688	1429120366.80078
"sll1239"	1	0	5	113044160	105116810	76146840	76416490	94368590	119653960	112477440	87023670	57382020	107501075
"sll1241"	1	0	2	15165790	7464760	17170430	10865150	9258190	12026760	7336150	8412760	14544230	6780660
"sll1242"	1	0	3	1709780	11256270	6381148	13707320	8659480	10607770	15306240	17323840	7813500	19876250
"sll1244"	1	0	6	1056491310	1428923006	1326200602	1049993648	1316263926	1044846544	798020974	1668736566	1276589182	1040626757
"sll1249"	1	0	5	68483830	67343450	102168750	72119900	93995500	72964440	65640310	69353600	75007300	82750280
"sll1252"	1	0	2	19643670	22028310	28528500	32903430	23677700	18068320	19724270	22509680	10651550	16521630
"sll1253"	1	0	3	56757700	48722640	66442380	43101630	35902990	23194610	18785423	117447940	15669870	78759500
"sll1254"	1	0	3	30893280	3734173	23023460	13662000	31717340	7026220	12209820	3580260	59415380	18314880
"sll1258"	1	0	4	190073946	154051910	253174168.398438	160908190	281715950	178119850	148722250	102958900	191504424	158905780
"sll1260"	1	0	9	523134483	644496739	812070645	855574850	697745178	565923873	856488770	1043443201	830581798	856998669
"sll1261"	1	0	10	2750634344	2524902103	2737231660	2320439845	2901570884	2197952292	2041681563	1804722971	2412335631	2310465970
"sll1262"	1	0	3	235351300	302079536	373574790	231500426	303733064	237277272	214087834	337862900	250796042	205530590
"sll1265"	1	0	6	55549900	31594873	61756210	126077970	40740540	49955630	52229569	38071280	95679510	57479450
"sll1268"	1	0	4	87016370	92158580	107840960	89365390	51711530	83445030	66796490	61270980	96379120	70062480
"sll1270"	1	0	6	199065630	221780533	247385676	206568090	323311308	205661054	190425992	213829060	266933220	314502511
"sll1271"	1	0	1	0	0	0	177571	0	0	420638	0	379844	0
"sll1272"	1	0	3	36215350	12514110	67796125	77087600	53604190	44277100	88635598	69436720	94690480	65150450
"sll1273"	1	0	9	135041800	157380440	171494390	144297380	161710830	280366872.796875	172187400	131080350	152899130	161122053
"sll1275"	1	0	19	648884649	736678425.300781	644060871.800781	732352548.597656	731687848.800781	783080981.398438	861123593.999023	642560488.298828	601450245.398438	749619036.199219
"sll1276"	1	0	2	13209200	43295210	21379390	21436520	22189380	6147700	8095400	1669580	39965800	24480550
"sll1280"	1	0	2	9529920	10595150	20600470	15002900	7894930	11310540	11102399	16363350	52777600	15496070
"sll1281"	1	0	1	30822600	9320070	15246500	9691030	18215100	9469780	4581830	16166500	16817900	7714260
"sll1282"	1	0	2	22512430	99863396	48595370	54029500	28731860	59272900	164804894	128402670	78458600	108213890
"sll1283"	1	0	2	25196500	15957410	40050000	32217800	66164800	25669310	68697400	38019800	34628900	42477200
"sll1284"	1	0	4	141272680	245869620	159945320	157532590	175224850	146626150	184513728	204396184	249664269	167386880
"sll1286"	1	0	1	6709330	8708850	11547400	9110030	11399000	10384300	20836100	30929600	17194900	12471700
"sll1289"	1	0	4	105172588	94457870	161699564	166029210	106899110	153223600	146085370	205399060	173543788	192673236
"sll1290"	1	0	3	49721000	60769800	72908060	45078530	48622320	72581200	47148780	70407700	53650108	56422200
"sll1291"	1	0	3	17229440	33980710	21833051	16414680	12832700	21103450	9220120	66965990	53895220	23045380
"sll1292"	1	0	4	368388192	208017396	217075800	262146014	257137300	177068850	264951200	138525720	185250910	206135560
"sll1293"	1	0	2	30240050	31251810	55770600	24036460	35283120	38721810	20067890	40420300	24506460	33769000
"sll1294"	1	0	16	1028228023	712651840	1223377312	757984360	879726911	616504020	1028630858	752535416	1028055912	878222806
"sll1296"	1	0	5	57691861.8984375	42033229.8984375	53556795.1015625	93872187	59684300	57519226	46089630	42857930	42206093	94653360
"sll1298"	1	0	5	294804610	308736446	186947470	224055866	218479570	202508894	190296624	202504400	145303750	144277056
"sll1299"	1	0	2	30431800	32959000	28191200	21630900	25082840	25908600	37082900	17121660	27322430	20734480
"sll1300"	1	0	2	14876880	18220900	27401650	65330100	16984988	13639810	13497650	36016800	33317500	33924300
"sll1304"	1	0	2	211169400	143745576	129080850	122541590	98556780	110231510	105742030	64620450	120006550	83551870
"sll1305"	1	0	7	208517280	182429414	144241834	201628320	131153204	148189705	159401783	155991580	106604322	161952411
"sll1306"	1	0	7	280642853	316163850	246293350	304254317	323361858.699219	264427476	328621061.203125	249706701	337907432	274608124
"sll1307"	1	0	2	34408120	36509500	26519795.8007812	23294580	14312200	49888146	26260100	41229550	48079100	38730200
"sll1308"	1	0	3	112448000	78875500	90296000	88158400	134994000	104172100	77450500	53539720	93167200	89214400
"sll1314"	1	0	12	327110808.199219	225130612.101562	300509785.351562	307890713.898438	358585568.099609	307509120.902344	461620800.800781	245170240	273212854.199219	231395782.799805
"sll1315"	1	0	3	86563250	70334460	133429000	129011850	119045667	103212380	129980500	86701340	93480380	122641734
"sll1316"	1	0	8	1111812364	944831600	600293377	1093321074	1070502689	1037190252	954633207	607610064	692008985	812868469
"sll1317"	1	0	5	2413110524	1934795156	2113501607.5	2125797123.60156	2056666768	1948490390.20312	2052456762	2476283429	2164952518	2390004618
"sll1322"	1	0	1	20059100	13930300	14787800	34066600	24533500	21860700	51806100	51163000	42685200	73519504
"sll1323"	1	0	4	729602379	771281829	930447386	836385811	846834816	638797820	452913353	909484451	549807050	456573733
"sll1324"	1	0	7	9721104	9282350	8586951	10875577.9960938	9178875.80078125	9724166	9082347	24511172	12310233.3007812	8836495
"sll1325"	1	0	7	924946796	626931192	1846921580	876292096	1149721243	1347692946	2284697138	927499568	1552924052	1566750575
"sll1326"	1	0	18	8811313019	19841957553	16730666915	13884200470	12668389093	11616074851.6016	12501258463	9869964748	11706162858	8757320594
"sll1327"	1	0	9	975607405	1231170498.89844	1000319785.89844	1144802038.29688	1738607934	1246163410	929661090.898438	1212750203	2395982919.60156	1169790512.60156
"sll1329"	1	0	3	54898800	49459800	46593100	65818700	46630820	34034600	49397700	31801300	53625300	49390490
"sll1330"	1	0	1	2330240	7041430	4877860	3817670	8214050	3786460	10843100	7163080	22438400	10069200
"sll1333"	1	0	1	12611700	46755900	7116610	28582000	3538820	5367640	33916400	41199500	1831150	14624700
"sll1334"	1	0	3	12877146	6569560	19350890	5965690	34377200	8929260	18490530	4084170	4509680	10286519
"sll1336"	1	0	14	573923087	482039982	593343120	457186174	659179576	469528574	624231960	341599809	537944603	461966200
"sll1338"	1	0	4	387475780	222582194	387375557	344728463	385909781	433251684	381445322	234157560	266151530	265671880
"sll1340"	1	0	1	319196	443633	2325560	1585990	3779520	2233020	0	788133	0	1025960
"sll1341"	1	0	7	790331248	1040799278	785256069	804064377	769483225	937039761	1189954484	660308266	894700928	900841100
"sll1342"	1	0	14	11254635785	9204978062.20312	8632460840.90039	8042924068	11116162531	8785677022.19531	8124325517.5	4722122349	11959305717	6342433569
"sll1343"	1	0	8	1818194738	1250833084	1890499962	1247403602	1943619618	2884082480	1872291502	1316280864	2076755224	2796570624
"sll1349"	1	0	1	4346780	5306980	4145760	28703800	9788060	9315250	6538140	4453190	12169400	8306110
"sll1350"	1	0	2	4649520	7347880	1612790	4333381	2990262	0	3063310	0	2577150	3774520
"sll1355"	1	0	2	19751500	16240570	26212600	15818250	15003510	17849400	16151590	184944600	16257500	8879690
"sll1356"	1	0	17	384238201	561449321.398438	533970009	455134631.199219	544750925	568849900	481754349	335505391.203125	571751729	400768664
"sll1358"	1	0	2	30257900	6122770	11653800	24905500	18347964	8581441	45022974	8945958	13446228	8883350
"sll1360"	1	0	4	5345374.80078125	3562934.90039062	3240869	10626351	8868037.19921875	12944114	3108074	9812730	1266914	3113613.5
"sll1362"	1	0	13	446897799	311666020	465557146	404580426	482555664	469382792	540262059	412955920	578319302	421883634
"sll1363"	1	0	15	3939262391	3561219434	3168704829.89844	3205099449	3636671580.7002	3474875756	3184075616	3157338422	3793209996.5	3310661000
"sll1365"	1	0	1	12234900	19009000	23177800	15652600	19009700	20277900	18006800	45014800	11057700	22193800
"sll1366"	1	0	4	33162210	15387040	52401780	20797390	28609850	73456030	21564470	29097070	23154944	52997380
"sll1367"	1	0	4	64892870	40036750	61411960	69642200	54713900	46231870	27530790	40756210	46787068	44801100
"sll1370"	1	0	4	53619920	58663710	40705130	179830670	48167500	79698070	134494230	79895600	76669930	58281100
"sll1371"	1	0	3	24207840	37738140	27873360	32492750	29341770	25016210	39677890	48971200	52212830	60907600
"sll1372"	1	0	1	1175920	0	12303800	0	5053640	0	8309120	0	26522200	2957000
"sll1376"	1	0	5	71627970	27737390	62054930	62658860	86811460	43856390	66654120	108808200	39284170	27570630
"sll1377"	1	0	1	0	4066840	12654300	3832270	1793630	5304310	9199310	8304680	0	6425520
"sll1380"	1	0	10	591046966	427270776	532592860	596477426	470503850	539552760	575985428	350800800	550738130	364962554
"sll1381"	1	0	2	24891400	27845000	21814090	30246460	25229190	25685908	30810100	20357269	25459110	22129812
"sll1382"	1	0	1	32309200	18329960	12985220	37462010	21086720	19053080	65733840	19564780	9837070	19208620
"sll1383"	1	0	3	49682178	32213390	29360760	29262680	27271370	42381600	34873810	44319420	34327360	44484690
"sll1384"	1	0	4	130155501	174894843	209426696.398438	196276480	244747130	195343283.796875	87813181	144056600	155620799	213087332.101562
"sll1386"	1	0	1	0	0	6810840	3752040	59973100	2635160	1184450	3845940	0	597284
"sll1387"	1	0	2	98755830	10609200	89445198	75018446	116789000	92087150	18369650	27782980	20524250	10076450
"sll1388"	1	0	4	85757780	110400800	112880390	94541670	78248690	94295600	118474210	93226750	84434210	60568800
"sll1389"	1	0	1	17887300	9408330	5210460	5285540	0	2157540	0	9412340	6306760	5388150
"sll1390"	1	0	4	59822510	78866080	259133682	92078540	303848728	295754620	138068530	142804100	403952116	58202260
"sll1393"	1	0	6	159092554	212280574	174006009	161780360	201584127	168629060	141739056	199152410	151855450	215822730
"sll1394"	1	0	3	123204080	107154620	131285200	138031700	125961200	123978080	86465940	118008160	98043910	69680460
"sll1395"	1	0	4	30596860	35441310	44337470	50516320	46110570	46374470	56550540	24355080	46218620	37941440
"sll1396"	1	0	1	25066800	16203330	32044450	21037800	47063000	30777600	15068480	11702670	30492710	14545230
"sll1398"	1	0	5	2190940213	1881465114	1691430094.5	1653735775	2018860470	1582028137	1720991007	1863238470	1479179653.19922	2087750825
"sll1399"	1	0	2	4970190	1993920	10269092	0	13411285	152503	8704580	548988	17997530	4490390
"sll1400"	1	0	3	42687532	47455790	36651808	47507250	43590720	87527300	24632630	30167150	38339304	115966120
"sll1404"	1	0	1	246662	70811.5	157342	200814	396702	102703	117773	396744	71854	93438.703125
"sll1407"	1	0	1	0	342182	0	1046620	0	0	547543	0	0	404872
"sll1414"	1	0	3	65459216	69288064	124000630	95331760	77194546	66523700	82577800	90227100	58904390	65745350
"sll1415"	1	0	2	23975860	15320700	21698060	18262220	42826440	16139590	20533550	16896100	22421500	24397700
"sll1418"	1	0	6	182494962	206324336	230576740	185709700	225181856	284521540	239874538	196495314	289259720	214916760
"sll1423"	1	0	7	149990370	167816650	138632496.199219	139859100	162499230	192016330	165516505	121902870	118791220	140433603
"sll1424"	1	0	2	8741570	10316550	14112810	9556550	4332130	14362370	7424440	17687350	7044920	6676327
"sll1425"	1	0	11	943903268	372351686	418791482	370174109	345750489	373994928.5	1435830250	345357935	391729236	391928426
"sll1426"	1	0	1	17117000	18876800	8025370	6530820	6274680	15642100	17462400	22228700	14856700	11851500
"sll1427"	1	0	2	71052030	21463050	64889400	40247330	45946000	46275700	23555100	3644470	10547930	32819810
"sll1429"	1	0	1	10095400	0	416968	0	8077840	9746660	0	0	0	7371020
"sll1430"	1	0	7	187404279	373862806	216881540	263369662	222133030	295991824	274913907	332565165	257319870	313417598
"sll1432"	1	0	2	79628000	97273104	1470710264	499014284	36829900	38589100	33746100	48318970	53000100	46252600
"sll1433"	1	0	6	105115184	154581200	275531820	177740010	91295700	129262540	107473489	100371180	244684280	153522696
"sll1434"	1	0	4	51051590	56993520	66773490	97325400	83487780	79800090	138655200	66046330	44844410	83660300
"sll1435"	1	0	14	733926588	628635902	928245198	754737018	791173036	868718754.601562	615304968	909012264	792455476	541419579.398438
"sll1440"	1	0	3	55857104	83959900	32053062	55442420	31072225	42275080	33217910	78638090	61471864	36992570
"sll1442"	1	0	1	1303300	1489020	0	1026280	5656300	3286340	2814280	5429130	6904470	3713500
"sll1443"	1	0	11	402795070	472868246	444045204	534009140	484694057	449603300	477976134	433192070	451657108	598172036
"sll1444"	1	0	4	229571000	341550400	350056104	195420944	155761700	201942500	181908766	149497460	214128700	226134696
"sll1446"	1	0	2	4943480	35543343	7022170	27223200	10912065	9400870	11087900	3883667	7654120	24817640
"sll1450"	1	0	8	207538830	183085350	293185600	191148334	156071290	279748310	201453300	192416294	186150530	218872564
"sll1451"	1	0	1	35682500	57850800	47127100	29940300	49317200	46376100	47512700	32596700	39400100	17474600
"sll1452"	1	0	17	534130761	487172820	847537093.199219	1428385550	1225150464	1757688312	1175534594	1832812746	1942240580	1495925122
"sll1453"	1	0	10	112140030	157787028	189925484	215122238	276791910	300554030	255929863	275247090	275151469	285245318
"sll1454"	1	0	1	6754300	9282940	8207560	7114440	9255060	12478100	8825350	15839800	9789110	12444800
"sll1455"	1	0	3	30416730	7203870	8089890	17061430	12578100	18331700	16418020	15874980	16789870	4868850
"sll1456"	1	0	6	183238417	246247474	230618658	226553918	289646960	309970560	285110690	245711350	250361440	297875270
"sll1459"	1	0	1	11413730	3930606	15999240	7369170	512015	7568120	17040570	19493680	13075150	58764500
"sll1461"	1	0	1	0	113431	0	1180050	397176	380616	930720	3533930	0	1633370
"sll1462"	1	0	2	18114200	6216787	16487000	12776580	21573400	17116372	14705830	27122170	12746700	17740780
"sll1463"	1	0	11	176948501	165397004	235677924	208693420	256224114	211520400.699219	531718220	226463471.898438	286780571	266293317
"sll1466"	1	0	2	18153230	16257160	48010460	31715720	18112740	21313190	25617670	14961060	26514610	29758930
"sll1469"	1	0	1	13269860	15268650	8126360	13333410	6556518	11154050	13585560	6403420	11840070	13028040
"sll1470"	1	0	10	215679722	174572168	296069795	218306313	271453534	278473477	271588980.300781	213072739	259559338	241492587.300781
"sll1471"	1	0	6	127378198	93180815	139402870	90151493	147630498	141366770	143176587	63760012	100061513	109014318
"sll1475"	1	0	1	573701	211583	334369	503119	59566.1015625	195017	238875	84273.796875	166511	211713
"sll1479"	1	0	6	250326296	310354988	317124996	352464000	315757020	303913370	371821369	268616600	425414396	391156912
"sll1481"	1	0	2	9070170	14126330	8072597	13324210	8427444	13197782	15391700	5350680	5664190	6831310
"sll1483"	1	0	2	81287000	51138600	62166600	58087899	47689140	27665879.6015625	62156640	12458798.296875	41223793	55057310
"sll1484"	1	0	3	103847500	63953080	82351150	85933370	78395870	66174780	58996540	47714320	76257270	51658460
"sll1489"	1	0	2	27072400	47036500	20585970	42250500	22227590	28045500	39952900	33529380	32859700	37007000
"sll1491"	1	0	3	40585260	25663720	47112770	39170190	31891550	24116640	28689510	24857164	24407200	39801210
"sll1495"	1	0	3	124933800	78835320	71079972	98432500	80288360	76226300	96958500	70037660	70484620	56465920
"sll1496"	1	0	4	20227472	42584994	25815000	37793456	25026700	29838010	50704530	38138790	18617880	40371410
"sll1498"	1	0	2	114033890	103631210	95239889	95663560	130525480	112486808	91596900	34590500	127639006	32756627
"sll1499"	1	0	29	1229987758	1010590206	1439074032	1093799531	1273046308	1348189532	1029350258	1225685936	1037601955	1448043394
"sll1502"	1	0	31	1821136430	2020740482	1831455990	1825686714	1791535714	1573769952	1699468686	1328908278	1551902201	1734965702
"sll1503"	1	0	1	194027	0	0	0	0	0	0	0	1090790	430022
"sll1507"	1	0	3	19729540	22438470	27645700	8297640	24643690	20030830	25797503	24443690	112916700	21774300
"sll1508"	1	0	7	87914900	69533390	151489877	199623206	131880746	188150370	75661080	184051701	366743602	201479919
"sll1514"	1	0	4	252205200	159658500	183129396	165078400	95663800	87093000	63373180	82035300	72986420	56153610
"sll1520"	1	0	2	8681910	41160560	12896120	8025410	16280320	4757950	10505520	6834220	5089530	8203270
"sll1521"	1	0	10	259119920	340721021.699219	314809210	230756163.699219	297893400	294213439.703125	236520909	238178968	292002632	236075403
"sll1522"	1	0	1	1885240	1013810	0	629386	7164580	1168690	0	0	2182560	2411830
"sll1524"	1	0	2	20781516	4675380	21442300	15099968	19481850	25669600	11313010	7076310	7482378	3638639
"sll1525"	1	0	13	2927793960	3957537088	2463971994	3173084626.69922	3151252620	2891199640	2887815522	2928684832	1591536608	2443502740
"sll1526"	1	0	13	471240780	597852476	653541570	612130682	634055441	612243510	595413306	464674582	587791885	670730558
"sll1528"	1	0	14	587243768	652299608	649611802	620183212	419967690	623349958	611218850	485593180	520327088	612627670
"sll1530"	1	0	5	194630264	213422086	320675566	273311090	302594700	248934766	303992304	114868960	215567426	189831844
"sll1532"	1	0	2	32351050	32687000	53282500	18364800	26823400	17812760	19313770	27306500	16101200	71814220
"sll1533"	1	0	11	626918836	718362326	681561746	614562212	716395600	730154665	593688420	491750380	521043316	465079652
"sll1534"	1	0	2	4879700	7174488	3261760	11995715	9339010	6198746	5309799	12608800	8434040	17764738
"sll1536"	1	0	14	1384765941	1491309448	1727137017	1642440351	1719349988	1779996304	1724638219	1388689810	1871455172	1270202608
"sll1537"	1	0	3	214441100	146301580	271950270	217477300	232057970	227388650	172458580	176546170	188931410	192867740
"sll1538"	1	0	6	119618456	128708133	273286848	135536710	140215780	112280960	162124410	205867064	189525610	207047410
"sll1541"	1	0	3	28644280	26815340	28817170	18158100	36734170	20605400	36466450	19784560	26079880	21988220
"sll1542"	1	0	4	40091750	50888730	29438490	37638220	25589360	29295680	30082860	41286800	33321370	37816520
"sll1543"	1	0	1	37871900	8487160	569177	0	464081	0	2769420	0	0	15011100
"sll1545"	1	0	7	395820740	422819388	590580996	430454204	347508456	446417000	363956192	424854000	455540334	456937196
"sll1546"	1	0	6	64655872	116387871.398438	76126154	62035755.9003906	72104291	92212226	99098005	81588070	86622720	89061002.5
"sll1549"	1	0	2	2798095	1026224	4662830	3604797	1875369	5106000	3788230	2157640	3975554	7188610
"sll1553"	1	0	19	905542495	883794030	991647092	901402824	1240269319	1181798943	1125424203	919785104	1008765792	782041720
"sll1555"	1	0	5	106739713	52431686	105459620	120941756	57154850	64658041	67228980	55496340	75591160	93407521
"sll1556"	1	0	3	42717990	31895970	25930890	28727850	48806660	40929860	32640080	26308530	31523510	25359400
"sll1557"	1	0	2	9469310	3608980	18951500	3965260	3330416	7775060	16847900	51436000	3592264	10017710
"sll1558"	1	0	1	6510500	9421390	7601590	4747670	4545600	15883800	11669700	11432400	4902070	9884970
"sll1559"	1	0	10	1945084214	2004170652	2968066708	2096985876	2523498484	2650646618	2044179501	1808817740	2362486046	2467210844
"sll1561"	1	0	29	1065296070	973239160	838306324	893891450	1010822594	973934940	953322372	751892560	689599938	807106055
"sll1563"	1	0	3	24697988	55687570	24001290	19069770	21438300	22919810	42645190	22300740	27253760	18166960
"sll1566"	1	0	4	43470930	61960190	55257251	47590510	54408845	47244302	70620298	40546950	46771310	36977500
