# Protein abundances computed from file '/tmp/knime_labelfree_MSGFp66336/fs-Conse_0-134-66343/000/000/ConsensusMapNormalizer_0/20190103_A1_0.consensusXML'
# Parameters (relevant only): top=0, average=sum
# Files/samples associated with abundance values below: 1: 'UNKNOWN', 2: 'UNKNOWN', 3: 'UNKNOWN', 4: 'UNKNOWN', 5: 'UNKNOWN', 6: 'UNKNOWN', 7: 'UNKNOWN', 8: 'UNKNOWN', 9: 'UNKNOWN', 10: 'UNKNOWN'
"protein"	"n_proteins"	"protein_score"	"n_peptides"	"abundance_1"	"abundance_2"	"abundance_3"	"abundance_4"	"abundance_5"	"abundance_6"	"abundance_7"	"abundance_8"	"abundance_9"	"abundance_10"
"sll0493"	1	0	4	53946700	46563000	77914600	32142220	42075000	41625600	21038500	23786100	44036260	86874500
"sll0495"	1	0	3	78589900	109809500	113943800	82156000	112119300	73949100	100509600	86034430	46027500	51001100
"sll0497"	1	0	3	4443170	8677470	43957600	23223300	23588500	0	23323460	19326700	7747570	13207500
"sll0499"	1	0	1	0	0	0	0	1452770	0	0	0	0	0
"sll0501"	1	0	2	0	0	0	0	93376.203125	0	0	3717920	0	8024600
"sll0502"	1	0	13	150081301	193787700	236173810	223900570	210923690	174213400	347500968	205023770	249930164	225800250
"sll0504"	1	0	7	144364514	203474000	210730434	182823900	225495192	327302600	197143160	286835004	275995973	283151404
"sll0505"	1	0	1	9344900	0	10057000	0	0	8498850	9685700	0	8504120	0
"sll0506"	1	0	1	10725500	0	0	6298650	0	0	0	0	0	0
"sll0509"	1	0	2	0	0	61005800	1765450	0	0	0	5679660	0	0
"sll0513"	1	0	7	146027390	131610196	149361026	212644820	133363680	191825960	247292100	282548854	194460000	215015940
"sll0514"	1	0	1	0	0	13283100	0	0	0	0	0	0	0
"sll0518"	1	0	5	335111596	168480400	239188504	218303896	159260600	141499000	136895200	50745900	114151100	90877700
"sll0519"	1	0	3	293989320	353843116	506866888	293057900	267103980	399517308	298923008	411663934	258574408	273027408
"sll0520"	1	0	5	419611326	421007116	443740660	539365108	254037808	279875028	250326608	578787508	548443992	219737008
"sll0521"	1	0	1	0	0	0	0	0	0	0	0	7450610	0
"sll0524"	1	0	4	47479390	26924600	48148540	59303600	43909210	46187100	70708400	41229900	66993240	78197130
"sll0528"	1	0	2	5603860	0	0	44985900	0	0	0	8052440	0	0
"sll0529"	1	0	8	386020728	436460308	287840204	465033892	434181996	426283100	430510600	291580804	524456184	229767210
"sll0533"	1	0	18	2008535798	2435013872	2331990636	2216274500	1849079320	1862371004	2537811656	2670594168	2012790262	3065644830
"sll0534"	1	0	4	337227208	189727500	303698008	315470500	48661200	213414496	217052100	245740204	312333200	163945250
"sll0535"	1	0	3	18962700	22727300	18794700	23378700	26262800	38040700	6588780	0	8178690	20405010
"sll0541"	1	0	2	0	0	0	31498900	21266400	36698500	0	15046700	5624630	11119500
"sll0542"	1	0	10	321068988	317753330	322800740	406511908	290817586	419317588	296792650	401647204	194696676	292718550
"sll0546"	1	0	2	0	14629100	0	9015980	32834860	20212200	0	0	0	0
"sll0547"	1	0	1	0	13099800	0	6291710	0	11928700	0	0	0	12984800
"sll0550"	1	0	4	8847740	46468854	0	3413780	12631100	4783920	65152529	12967600	14687433	39210100
"sll0553"	1	0	5	84774540	113279200	97875300	132213650	77654300	82305200	113255680	112912500	75456800	123470600
"sll0554"	1	0	2	93701406	137501300	102171000	89082900	103607804	137781900	68675800	129412600	142464104	98435200
"sll0558"	1	0	3	0	0	0	18379110	0	0	0	0	0	12046983
"sll0565"	1	0	1	0	18183900	10220700	7082120	0	16162700	11256700	11541800	15216600	12294800
"sll0567"	1	0	1	17857800	17714000	38183200	9682310	24858100	0	13841500	0	94376400	10415700
"sll0569"	1	0	6	546506904	452458092	662832496	468046028	505440896	446382770	605851166	427162313	626046504	511646660
"sll0572"	1	0	6	74206700	68547200	69018100	41459040	33501650	35912000	23711500	29889390	25753500	0
"sll0575"	1	0	2	14539600	18735750	56505930	45394900	22515070	25332300	32323800	12586400	55913200	17235120
"sll0576"	1	0	8	1282915894	1198883500	1552067840	1619207146	842958404	1477852008	1400640428	1954264712	2246146816	1244136810
"sll0577"	1	0	1	96787500	66741300	44004800	60073200	66004100	88161300	39169800	153743100	42019000	70983300
"sll0578"	1	0	4	36477600	28091100	0	41763000	0	0	46826520	17838040	43886870	6135540
"sll0585"	1	0	4	36891780	48597900	24104000	29508900	23944270	7050100	10015600	56702780	26170180	14985451
"sll0587"	1	0	6	182554500	373420600	420795400	271033204	244371704	232854804	380403800	233747800	280972304	352113896
"sll0588"	1	0	4	71710270	116557400	2862600	17041030	2067460	15233570	68148810	89739200	1360900	68423817
"sll0593"	1	0	4	76624500	112820000	108972800	46499200	90829800	75727100	91280600	73695100	77339600	146422600
"sll0596"	1	0	2	27232700	16583100	5511070	42153200	0	10321300	5068900	37216820	0	0
"sll0601"	1	0	6	25431000	26112670	14120500	22655210	15347400	39434800	26786270	27328500	48829410	18322490
"sll0602"	1	0	11	184606500	204820150	187299850	189432940	128494995	155408217	121867980	140617900	100629700	163475014
"sll0603"	1	0	2	0	0	0	0	0	0	3579030	1303680	0	14295500
"sll0606"	1	0	2	0	10762900	16151550	12558200	17274380	13021700	17487600	10029600	3832520	11967400
"sll0613"	1	0	1	0	0	0	0	0	0	0	15612100	0	0
"sll0614"	1	0	2	0	0	0	26676078	0	0	406052	0	0	1526720
"sll0615"	1	0	1	0	0	0	0	0	0	0	0	5260010	0
"sll0616"	1	0	21	415878000	473731600	590357626	558511584	394676010	606835482	360079764	603161196	579408776	607110556
"sll0617"	1	0	5	1527438416	1242118900	3257038162	2000950534	1522764290	2193800652	2050912750	1407486900	1850233418	2134480476
"sll0622"	1	0	1	5155280	5351960	0	6324720	0	0	5588400	7848480	0	0
"sll0623"	1	0	1	37657600	59084000	0	0	61847900	40553000	0	51237900	47224200	51959100
"sll0626"	1	0	1	0	0	2744560	0	0	0	0	0	0	0
"sll0629"	1	0	1	0	24514200	0	48672700	0	0	16795800	33792200	0	0
"sll0630"	1	0	3	113202960	87463210	14716610	83600590	54432300	83839210	82282010	89786610	40765200	50675700
"sll0634"	1	0	8	107660900	57298491	81814400	112966020	55952330	119361000	207567300	119669600	191488304	152100700
"sll0635"	1	0	2	25957700	40714100	53875700	38774420	0	45452620	74846700	26577640	41141300	72692400
"sll0638"	1	0	2	0	16081700	11891800	26883000	13892400	22470100	23962000	30547200	25767200	496554384
"sll0639"	1	0	3	10303100	26500900	9404160	19587900	17420470	12896400	0	12124100	8945120	35879800
"sll0640"	1	0	2	10335400	4007710	9371820	9898400	12056440	4540080	7832190	17481900	3883670	0
"sll0643"	1	0	5	56772370	80390040	76493700	79969300	53694400	65578200	15475700	33944560	25105860	84208700
"sll0644"	1	0	1	0	0	0	17783700	0	0	67779104	0	0	0
"sll0645"	1	0	2	26226400	22148000	29563200	21114200	25710700	29245000	74065900	19264300	20493000	21928800
"sll0646"	1	0	1	0	0	15554600	3105220	0	0	0	0	0	0
"sll0649"	1	0	2	0	5020000	0	0	0	0	8289850	10497700	0	0
"sll0654"	1	0	1	0	0	0	0	0	0	0	0	29105000	0
"sll0659"	1	0	2	19504580	15277100	28807000	13809600	0	11741600	6244240	0	8645220	0
"sll0660"	1	0	2	12555600	15470600	8997500	8672050	12454800	11113800	93449400	11727800	15680300	34685100
"sll0662"	1	0	1	0	0	11090400	2782910	0	1642720	0	2997890	0	575789
"sll0672"	1	0	5	29759100	14527800	36241000	19042000	34142200	35017500	52027470	18935460	32464700	69417400
"sll0679"	1	0	1	28203800	0	29487100	16481400	21523500	0	17530300	24414200	0	0
"sll0680"	1	0	4	826875420	375095900	242640596	511873204	371169114	319763900	653790398	505436108	521238700	255650200
"sll0681"	1	0	1	0	0	0	0	0	0	0	0	0	47959900
"sll0684"	1	0	1	0	0	11947400	0	0	0	0	0	0	0
"sll0691"	1	0	1	0	0	0	26026900	0	0	0	0	0	8349840
"sll0698"	1	0	1	0	0	0	0	0	7451550	0	0	0	0
"sll0702"	1	0	2	20851200	29089900	7167720	3900660	0	5143660	84468204	29332990	10475600	0
"sll0703"	1	0	1	0	0	0	4167230	0	0	0	0	0	0
"sll0708"	1	0	3	8252070	18597000	0	30915250	0	6340880	25758900	29156600	24663130	187072062
"sll0709"	1	0	2	0	0	0	0	10981000	0	11384700	0	14996690	0
"sll0710"	1	0	1	0	201158	0	0	0	0	0	0	0	0
"sll0711"	1	0	1	33818800	35964700	18384800	45409900	12446300	20005100	22052600	27479900	9827390	14921700
"sll0712"	1	0	9	80503500	55566900	166941400	99993600	92404600	164533196	75193700	100818660	90544540	81562890
"sll0723"	1	0	1	0	0	0	3934400	0	0	0	0	0	0
"sll0726"	1	0	18	773619980	832236316	777344792	908649474	878118820	740761892	996901704	1061944440	801697804	959170192
"sll0728"	1	0	5	41439600	28465730	36957100	77944500	43494900	47813030	70487000	58983300	28484000	36308240
"sll0733"	1	0	1	0	0	0	0	82701.703125	0	0	0	0	0
"sll0735"	1	0	10	363944696	364105900	520711196	353773400	424363104	494344696	210970600	447854400	350602104	428895196
"sll0736"	1	0	2	0	0	9697580	0	0	0	0	0	0	23306800
"sll0740"	1	0	1	0	0	0	0	0	0	0	0	10670000	0
"sll0741"	1	0	6	21578200	49547390	12361400	216211272	28680900	34074270	187475008	13714000	43980400	0
"sll0743"	1	0	1	0	0	0	14988900	0	14678300	0	0	0	0
"sll0744"	1	0	3	31192520	25524600	39132890	62211200	20844020	16107100	26846400	45570700	0	39200500
"sll0745"	1	0	1	0	0	0	0	0	0	0	3899060	0	0
"sll0749"	1	0	3	0	75015770	30667850	9253940	0	7793320	18993100	0	12130000	14177400
"sll0750"	1	0	3	19970800	7782940	30646730	14593400	0	6901320	0	0	0	0
"sll0752"	1	0	5	0	1267760	22615760	23617410	13530500	22528860	9934040	74073990	73287000	55047500
"sll0753"	1	0	4	242812900	223905560	403001492	452646712	270589312	437540496	415793008	374852916	372136608	442757700
"sll0754"	1	0	2	56850120	29064500	104658900	68487200	79736910	67351400	70200000	48858700	67429100	118313600
"sll0755"	1	0	2	242937300	301442892	199687500	234776200	142086100	188792700	121726490	330906300	136253296	191105700
"sll0756"	1	0	2	24280600	50180400	82658400	56868100	28874800	107907500	64831100	32110100	141543160	137392600
"sll0757"	1	0	2	45709400	49707700	95179100	141311796	95783900	124756200	166381300	163840500	58292800	151024000
"sll0759"	1	0	6	44063300	84978970	37110800	88406240	45857090	117971194	279146100	118446770	28640730	130454176
"sll0761"	1	0	1	0	0	0	0	0	12876800	0	0	11557500	0
"sll0762"	1	0	1	0	0	0	25021300	0	0	0	0	0	0
"sll0764"	1	0	6	196795400	186709896	181374404	193472500	161842860	132919790	280071650	217385900	294265000	160695610
"sll0766"	1	0	1	0	0	7475390	0	0	0	0	10257300	0	0
"sll0767"	1	0	1	893699092	707432592	1006558868	959467452	836239400	1395985116	1049481484	709035092	1403540700	1075183400
"sll0776"	1	0	2	4704560	0	29837300	25507000	0	21870230	0	2768160	8096230	0
"sll0781"	1	0	5	270193052.800781	385522300	427404700	397354412	412507392	347899112	265658496	282806100	268080504	334846492
"sll0783"	1	0	1	0	0	0	0	422894	0	0	0	0	0
"sll0786"	1	0	1	0	15603300	0	38990900	16270200	7720270	0	11589200	0	0
"sll0787"	1	0	1	0	0	0	2002880	0	0	0	0	0	0
"sll0794"	1	0	1	4398760	0	4208040	0	0	0	0	0	0	9872510
"sll0798"	1	0	1	0	0	0	0	0	0	0	0	1644930	2846180
"sll0804"	1	0	2	0	0	0	0	10020100	0	0	0	0	6623810
"sll0807"	1	0	2	5772800	52289200	0	37653800	0	62114200	40206700	54306100	0	55906700
"sll0815"	1	0	2	0	28697840	27462100	21925100	120638700	19767700	9133460	0	40358500	23368600
"sll0816"	1	0	1	15710000	8316690	19404800	12396300	26897900	14271500	15735500	0	29491200	14062400
"sll0818"	1	0	1	7373110	0	21803100	0	0	12696700	11688600	50825100	20224400	18552200
"sll0819"	1	0	6	563352278	955174585	749926975	1838337518	660847147	1805277070	2610485076	2000938672	2027136730	3304617744
"sll0821"	1	0	5	0	4511670	13730630	8162867	0	7731950	0	0	0	40359290
"sll0822"	1	0	3	1083273058	1265190108	1471333674	1478153008	1406239295	1557790132	1078977392	1475868360	883593522	1367408824
"sll0825"	1	0	1	0	0	44521700	0	0	0	0	0	0	0
"sll0827"	1	0	1	11581600	0	0	0	0	0	0	0	10882800	0
"sll0828"	1	0	7	54637700	48839500	141175400	193501470	103155900	117723300	171859580	159442540	162014720	79701000
"sll0830"	1	0	6	171036100	168042700	247816500	184739500	118825440	118623900	135596100	138529300	129849500	166852300
"sll0834"	1	0	3	5813770	6393490	12154490	8871600	9898910	8143330	10252300	20745440	2324000	5574300
"sll0837"	1	0	9	809655216	742678904	924561262	802868700	551653108	597304392	723428138	781374088	501054006	629442570
"sll0838"	1	0	4	153031000	88913500	126242704	153994296	77330900	118796404	87362300	97554400	124879000	76568800
"sll0844"	1	0	2	0	0	9735520	0	25084300	38015520	60879300	18276300	33154000	0
"sll0846"	1	0	1	0	0	0	21737300	0	0	0	0	0	0
"sll0851"	1	0	10	4314791655	3934542560	3361010932	5520280688	3639696472	4547334254	4950127706	4582553452	4054894952	3365115284
"sll0853"	1	0	1	0	0	0	0	0	0	0	18311900	0	0
"sll0854"	1	0	2	0	36887400	48270600	20106500	34293400	31112400	17251600	0	18971600	35163400
"sll0858"	1	0	1	0	0	0	0	0	0	9009320	14406800	6607440	0
"sll0860"	1	0	2	73635800	43007700	67917696	54032600	53841300	59663000	54793700	40082300	86144196	101405500
"sll0861"	1	0	5	0	61728760	46542600	171092000	35637900	60500620	52069250	123117300	122305834	69741700
"sll0865"	1	0	1	0	0	0	0	0	90374200	0	0	0	0
"sll0867"	1	0	3	0	0	34428100	7338230	36728560	15413200	16560600	0	37697980	21488500
"sll0872"	1	0	1	593238016	475614016	221752992	160660992	202482000	273849984	228735008	298116992	625147008	340164992
"sll0873"	1	0	4	73980600	83370590	77012300	113445400	50788300	81988130	117920800	64914300	44440500	71482700
"sll0886"	1	0	4	75323510	36682200	48653800	55667450	35566000	65213200	37805800	41384100	120643000	34579900
"sll0887"	1	0	4	44689900	33396990	48322900	29708890	33286752	69522550	49562190	51712000	60476810	30708320
"sll0891"	1	0	7	381721200	252401300	220201600	536325000	326516300	316859100	376693500	415017200	208024260	343162600
"sll0895"	1	0	3	19959950	38949000	88101000	61276900	21617200	42774000	14548600	10374000	73278060	15614500
"sll0897"	1	0	4	225883308	84863100	102441496	72196800	103027204	220475800	159435800	474958008	24261600	59393900
"sll0898"	1	0	2	0	0	16180800	17024100	0	0	8859950	0	0	16622700
"sll0899"	1	0	3	167899600	152439496	77212200	123948500	75514780	96391504	142432800	85786640	77580520	67243320
"sll0900"	1	0	2	33219200	39562100	25841920	26036430	2885490	6738570	7341830	20173300	0	6523320
"sll0901"	1	0	1	0	0	0	4098880	0	0	0	0	0	0
"sll0902"	1	0	7	33529510	53529740	98356850	110210716	46700950	57474820	87792050	74331880	53708700	64112600
"sll0909"	1	0	1	0	0	0	0	0	0	0	1395930	0	0
"sll0911"	1	0	2	0	0	19648840	0	8373650	0	0	8098860	7589060	0
"sll0912"	1	0	1	0	10739500	9794420	8419000	0	0	0	0	0	0
"sll0915"	1	0	9	139544820	212112170	157914900	129872380	150002638.398438	108717930	153377400	71075460	29598990	140092930
"sll0920"	1	0	15	418059650	480942250	488058932	693719508	405783972	534680300	537870564	616390000	814549614	452209200
"sll0921"	1	0	3	147597262	115297416	108810490	199876168	86160800	112833311	160482096	138080672	32519500	82846704
"sll0923"	1	0	13	268779460	203551860	311486940	226462520	220630890	256472700	184044550	198045431	228631370	255829160
"sll0925"	1	0	1	6965300	0	10146800	0	0	20709900	0	0	0	0
"sll0926"	1	0	1	1967780	0	0	0	0	0	0	0	0	0
"sll0927"	1	0	6	307032100	312035696	326460100	503250108	381207900	408888196	457421508	884540800	689151792	753858188
"sll0928"	1	0	9	3461499872	2932749672	2466527566	2944564724	2642481474	2077222764	2679964560	6773417156	1434234754	2160367116
"sll0931"	1	0	2	45581390	36972640	42067710	40830790	2464040	4130560	21674330	36915300	42084820	15234280
"sll0933"	1	0	1	0	0	0	0	0	0	0	0	17506500	0
"sll0934"	1	0	6	412728780	216472778	304132562	487471270	255258030	265743890	243772340	353348810	189139254	331078992
"sll0936"	1	0	10	35158100	88783200	100860210	116366900	71228000	45408390	115097320	88722300	137337500	105936000
"sll0938"	1	0	1	0	0	0	0	0	0	0	51913400	24363500	5459000
"sll0943"	1	0	1	0	0	0	0	0	0	0	1012690	0	0
"sll0944"	1	0	2	36528400	43733200	45294900	26506500	47640400	53734000	55014700	23178300	25574720	32204500
"sll0945"	1	0	11	304829630	361062924	206780470	319521574	228604570	261201300	184809400	273039960	238911800	102309180
"sll0947"	1	0	5	271578150	355736325	138816000	223624973	212002608	209524408	98401200	304254008	226799008	117280000
"sll0981"	1	0	2	16984200	0	24619300	26187000	52130600	0	0	0	0	0
"sll0982"	1	0	1	0	0	0	825883	0	0	0	0	0	0
"sll0990"	1	0	1	0	21888400	0	0	0	19325600	0	0	0	0
"sll0995"	1	0	2	41121200	59190000	37310700	46111600	37470900	28956600	36973500	14464400	43517800	13775200
"sll0996"	1	0	1	0	0	0	0	0	0	0	0	13929600	0
"sll0997"	1	0	3	155255600	259127100	300276000	218765900	223898100	202406296	212318920	276928400	146463663	162333560
"sll0998"	1	0	7	161875800	144907270	184867700	193130096	207071200	138877804	92093870	383846096	202856600	97965600
"sll1001"	1	0	1	0	0	0	0	0	30562700	0	0	0	20500000
"sll1002"	1	0	1	0	0	4292340	0	0	0	0	0	0	0
"sll1003"	1	0	1	0	0	0	0	0	0	2056270	0	1482960	801982
"sll1004"	1	0	5	8678640	7658260	15128500	15058580	0	21518100	0	22669200	0	0
"sll1005"	1	0	1	0	0	0	5234800	0	0	0	0	0	8111750
"sll1009"	1	0	2	0	0	0	0	0	0	0	0	9460196	11805809.6015625
"sll1018"	1	0	4	25141450	61410000	53004800	95792860	18165100	37665760	73028200	17468200	26248700	50422400
"sll1019"	1	0	1	9835420	0	10772200	6250730	14261200	0	0	0	0	0
"sll1020"	1	0	2	81639000	36491630	40868600	42471000	24292800	0	54853400	15783300	147324992	26071900
"sll1021"	1	0	11	409790019	341977250	411036183	645990748	298748597	571822464	540842380	597312208	506810465	758939212
"sll1023"	1	0	5	73939000	77690970	90510700	54611700	33706100	41739500	43620260	39209940	24663900	63286050
"sll1024"	1	0	1	0	0	0	0	2607890	0	0	0	0	0
"sll1025"	1	0	2	50845300	12730500	0	0	0	0	13766500	0	4505420	0
"sll1027"	1	0	13	511695296	508707082	507536968	512695428	417298354	438678589	371623400	377676080	451108800	551917204
"sll1028"	1	0	4	1389871916	1041331776	1076251792	977754280	651309846	1599489176	709092884	1191193028	597391444	866299584
"sll1029"	1	0	4	173488280	51927300	81443204	157035380	103768890	157228700	109983800	115447496	54322560	179756600
"sll1030"	1	0	1	0	0	0	0	35170500	0	62562500	94508496	92318200	34924400
"sll1031"	1	0	17	2085811880	2060233630	1804208021	2829256804	2338848895	1952248746	2436903870	1454894061	2033573414	1285510115
"sll1032"	1	0	2	56076400	58083900	76570800	58318100	49440460	52478500	41872900	57969000	53783472	52933400
"sll1033"	1	0	12	439397800	381529326	410194586	614947360	455098270	530898081	343456385	348584300	299706000	358534224
"sll1035"	1	0	5	127249900	206389900	207471200	135763800	101312350	190260200	177567800	72462000	249042008	112090314
"sll1039"	1	0	1	0	0	10895500	0	0	6114270	0	0	0	0
"sll1041"	1	0	4	16585900	0	38493900	38769500	11824400	15184900	4553920	0	8875020	0
"sll1043"	1	0	18	2775220044	2869013452	3061865504	3483492042	2827252136	3063506064	3755757108	3468133706	3191066112	3315505799
"sll1049"	1	0	3	20175900	50452440	53048400	46671600	26261610	35393300	27525300	33438900	25173500	56934800
"sll1051"	1	0	7	38613600	48296550	72892060	121956800	43118570	76597000	94278156	141866960	68904770	46679050
"sll1053"	1	0	11	157484400	140253100	161011050	111632600	179884190	166942310	221458800	188432800	137231500	123887990
"sll1054"	1	0	3	4238550	45779570	0	29542900	2432850	0	28566790	67012400	0	11881300
"sll1056"	1	0	12	217651590	546277960	225284510	405597892	309901900	360344508	545832504	581039716	233579500	322804900
"sll1057"	1	0	1	0	3464540	0	0	0	11633800	0	0	0	0
"sll1058"	1	0	5	0	228079400	0	248917922	0	16951700	108758184	161560292	0	119378900
"sll1059"	1	0	5	121114550	46237200	93107400	127997520	62843100	136715800	87765700	57916300	111271500	70145800
"sll1060"	1	0	1	0	0	0	0	400550	0	0	0	0	0
"sll1062"	1	0	2	24528890	0	0	0	0	0	0	0	0	0
"sll1064"	1	0	1	0	0	0	0	12084000	0	0	0	0	0
"sll1069"	1	0	10	556841676	613551984	516437980	467596018	608537736	637194062	327914912	785510780	520391442	609493054
"sll1070"	1	0	18	6176876288	8327298194	7076815460	8107267836	6503473962	8081008654	7341735744	6661599908	5983422035	7116853779
"sll1071"	1	0	1	14907300	4742690	0	35933700	0	0	8890840	7659190	23347500	0
"sll1072"	1	0	1	0	816942	0	0	0	0	0	0	0	0
"sll1074"	1	0	14	412311500	469575354	609040944	560330234	510503490	555220504	479904031	573610004	323171999	465644194
"sll1076"	1	0	1	0	0	0	0	0	0	0	0	1158460	0
"sll1082"	1	0	1	0	0	0	0	0	0	5209660	0	0	0
"sll1085"	1	0	2	0	0	0	1082370	0	0	0	0	0	1281750
"sll1089"	1	0	4	78316800	138675690	53078000	144096480	93455804	86883140	134395416	283788400	164418440	81818994
"sll1091"	1	0	10	841154400	815300613.398438	732415580	690395046	877400708	683186512	737768516	534031800	745960808	795948708
"sll1096"	1	0	3	659434483	528002709	1007796886	423643000	783291008	696480000	439061057	230763554	1080899968	149702000
"sll1097"	1	0	6	754134996	1951521088	1824332908	1335009880	841683300	551350406	883925457	1097259952	647465692	1044806336
"sll1098"	1	0	14	970361000	907880700	1084124097	1201471306	877251622	1046557098	1098134060	880508080	944837208	1095198616
"sll1099"	1	0	20	17340845091	19112194991	23884050535	27082468289.5	18479000943	24790785334	32007306628	22319255856	21883563348	25078243666.7969
"sll1101"	1	0	5	313060487	516744469	707001984	598873143	701740992	649870016	460272992	504344992	336651184	514659008
"sll1106"	1	0	4	155761640	984924092	234376200	346881365	501996092	677448500	1425636652	182641000	321953792	1101827524
"sll1108"	1	0	2	25415400	41154600	64379300	34770800	69536800	38524800	26706000	40175300	40508600	31962500
"sll1109"	1	0	4	86632700	148707196	185605108	258405400	88794000	142321500	549412516	625555496	423723312	473021732
"sll1110"	1	0	7	212814360	174760741	387368549	271313500	229290096	283648496	423131700	283225270	333675900	480822100
"sll1118"	1	0	3	93278300	39664800	56573900	49884100	35262900	20906400	29519370	33513600	11492500	18703120
"sll1120"	1	0	5	11875750	5521240	8962370	16906870	4845780	8318400	3170960	9527940	7978040	5340130
"sll1121"	1	0	1	0	0	0	184931000	0	0	0	0	0	16128900
"sll1127"	1	0	4	37061300	54137500	64628730	70607960	49436900	62596000	40038400	44910300	40449100	41611600
"sll1130"	1	0	4	5204569984	5423840000	7243312032	5761739904	5176350080	5563010048	4599806236	3794658840	3933309952	6449950208
"sll1135"	1	0	1	0	0	0	0	2162000	0	0	0	0	0
"sll1138"	1	0	1	27047600	21672600	27535200	16444300	14217500	25159200	21876800	15062000	21187800	18533400
"sll1142"	1	0	1	0	0	0	0	58171600	0	0	0	0	26187900
"sll1143"	1	0	8	36201090	86683080	68946340	88717370	56472300	74919600	18347250	142931000	71370560	50626220
"sll1151"	1	0	3	32914600	49957800	55422600	33976700	24819700	91181200	73323400	52678200	41515346	29169000
"sll1154"	1	0	1	227796992	0	171818000	0	0	0	0	0	0	0
"sll1159"	1	0	1	0	0	0	0	0	0	0	0	0	27682200
"sll1162"	1	0	1	0	0	0	0	0	711308	0	0	0	0
"sll1165"	1	0	8	9382540	26027310	55607493	19501730	29720790	10104400	98048860	123945860	40370630	354974
"sll1172"	1	0	5	288819904	325348000	202978600	339333604	231935500	451211204	433059208	438216196	187527500	325799796
"sll1173"	1	0	3	0	13338400	35793300	23829800	0	69455641	15912200	12409100	8764740	0
"sll1174"	1	0	2	7647310	9067380	18460110	28949600	14181860	11732500	11591600	13420200	33461800	19180260
"sll1178"	1	0	6	86398700	113133500	67713900	260219170	145318200	153454610	126944200	101104700	150168640	181382900
"sll1180"	1	0	8	111210840	154190580	187354800	205014570	120252840	231443210	178005200	137118940	145716800	164735760
"sll1181"	1	0	3	9193260	0	44398700	38825800	30638900	111403000	32623600	54205700	38852180	58298100
"sll1182"	1	0	2	0	5088830	0	0	12731100	12480008	29611930	75379604	7535860	14632700
"sll1184"	1	0	7	59707000	86799650	48211500	44002700	215134000	238758584	261270564	221844100	71913800	200342496
"sll1185"	1	0	11	326542992	463612844.800781	422205236.800781	447969690	480071900	629895013	597319892	650428096.800781	646948792	606051456.800781
"sll1186"	1	0	3	0	55757800	27973500	0	13292800	25483600	15227800	13381500	23244200	36264400
"sll1188"	1	0	6	56770700	79048800	41698200	85597490	44051500	54712700	49832710	84906300	96202600	30976790
"sll1189"	1	0	1	0	0	0	0	10052700	0	0	0	0	0
"sll1194"	1	0	6	4450976580	4497631620	7406521748	4803034004	4617948392	5703814256	3973019212	10413762788	5397431464	7215668904
"sll1196"	1	0	2	93346100	37603400	132641400	82305800	82153000	53754300	53915700	63973400	86721500	130014500
"sll1198"	1	0	2	16312700	0	0	0	0	2770770	0	0	240642	3891220
"sll1201"	1	0	1	34199990	26935600	32164100	21757700	20638400	17390200	15441200	0	0	0
"sll1209"	1	0	10	9997210	11955500	83997560	106128600	31948800	39092680	52600900	112075900	247667200	72524673
"sll1212"	1	0	4	389117308	464463008	504690208	361392100	323560000	528173596	286737300	346075988	364359500	302044400
"sll1213"	1	0	5	179038400	382915084	486382434	352047562	370902100	365530092	201232110	219677833	282327987	228507170
"sll1214"	1	0	5	23553560	55671950	29696950	35381270	244045620	370501608	232430208	156740600	167256100	183402208
"sll1217"	1	0	3	0	6436550	0	15066220	0	0	0	7310610	14250600	0
"sll1218"	1	0	4	383266412	358042514	342957200	364177916	174791904	166768496	348014096	369102824	436449492	312860900
"sll1220"	1	0	1	0	9342540	0	0	0	5678020	0	0	0	0
"sll1221"	1	0	10	242148180	249844840	309437120	281347340	163183540	220750990	186410200	177581700	216570600	225061850
"sll1222"	1	0	2	0	8923450	25515000	30075600	0	8136220	0	0	96234914	18630200
"sll1223"	1	0	3	90360650	96768900	59908600	77732600	50724400	40099100	45524200	53320700	77164900	72848700
"sll1224"	1	0	5	83567200	196109196	155200200	243347500	79735300	56228211	83724910	121595400	178925300	101121200
"sll1225"	1	0	1	0	0	0	0	3623870	0	0	0	4970730	0
"sll1226"	1	0	4	113766900	88773500	102683680	79604840	75062810	66080240	80780730	97088430	132461016	89705420
"sll1228"	1	0	1	0	0	0	3753370	0	0	0	0	0	0
"sll1229"	1	0	2	0	0	0	11316900	0	6856120	0	0	0	0
"sll1231"	1	0	1	0	0	0	0	0	0	0	0	30226800	43101100
"sll1233"	1	0	2	0	0	24537900	45476970	0	27687600	13605900	0	0	0
"sll1234"	1	0	7	776246592	839022708	854045070	1046912292	943240598	948904172	1398302680	1443728522	809016120	991112004
"sll1239"	1	0	4	53345120	64561700	29561700	54205170	19210330	62181900	52736600	60412900	21912490	87250100
"sll1241"	1	0	2	0	40431600	0	0	0	0	0	0	9528140	0
"sll1242"	1	0	3	6505040	0	0	0	0	0	5410980	0	0	0
"sll1244"	1	0	6	1090606268	1539821770	1348517868	1273764464	1250205124	1185896614	942544900	1984919719	1437792038	1177357246
"sll1249"	1	0	3	21948290	16302210	42442500	36130890	0	13312000	19037000	18140900	30756900	0
