# Protein abundances computed from file '/media/storage/timothy/tmp/knime_labelfree_MSGFp27083/fs-Conse_0-134-27089/000/000/ConsensusMapNormalizer_0/20190125_FA_005_R1_0.consensusXML'
# Parameters (relevant only): top=0, average=sum
# Files/samples associated with abundance values below: 1: 'UNKNOWN', 2: 'UNKNOWN', 3: 'UNKNOWN', 4: 'UNKNOWN', 5: 'UNKNOWN', 6: 'UNKNOWN', 7: 'UNKNOWN', 8: 'UNKNOWN', 9: 'UNKNOWN', 10: 'UNKNOWN', 11: 'UNKNOWN', 12: 'UNKNOWN', 13: 'UNKNOWN', 14: 'UNKNOWN', 15: 'UNKNOWN', 16: 'UNKNOWN', 17: 'UNKNOWN', 18: 'UNKNOWN', 19: 'UNKNOWN', 20: 'UNKNOWN'
"protein"	"n_proteins"	"protein_score"	"n_peptides"	"abundance_1"	"abundance_2"	"abundance_3"	"abundance_4"	"abundance_5"	"abundance_6"	"abundance_7"	"abundance_8"	"abundance_9"	"abundance_10"	"abundance_11"	"abundance_12"	"abundance_13"	"abundance_14"	"abundance_15"	"abundance_16"	"abundance_17"	"abundance_18"	"abundance_19"	"abundance_20"
"tr|Q0K6X0|Q0K6X0_CUPNH"	1	0	14	479771782	188219570	42644540	78486650	560542174	248281750	603838988	403076050	289872090	94444150	434799960	414645580	469587546	119984400	319999800	568531200	477222784	265569170	272760710	189892100
"tr|Q0K6X1|Q0K6X1_CUPNH"	1	0	10	10694253600	9950736972	12776819448	11282999068	5931099112	7809575788	11923206820	9941010244	3788148580	6849827520	8860016212	8850285912	2858156146	2344056916	3945683436	3763858032	3344891900	3264235484	4795776360	3075154108
"tr|Q0K6X2|Q0K6X2_CUPNH"	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7130060	0	0	0	0	0
"tr|Q0K6X4|Q0K6X4_CUPNH"	1	0	13	566182000	87047800	22201700	89782960	256144186	169165700	681355008	134645370	380799918	222804504	308370704	166877800	1221976716	286578012	360136496	904489392	1338572736	393737396	270344140	189580000
"tr|Q0K6X5|Q0K6X5_CUPNH"	1	0	2	1059585984	3128750080	3320470016	2905090048	1912543040	947966016	1048116000	1145480016	2127568000	2644887452	1780126080	2597143030	744152000	829825024	1218382976	498351584	671773984	1736233984	897746992	1285434016
"tr|Q0K6X8|Q0K6X8_CUPNH"	1	0	4	19824300	14941800	11421900	11169500	44164900	11701000	53991900	10669500	16713000	11159300	42900900	10862600	92405200	12476500	14141700	42762940	81902800	11542700	0	9485200
"tr|Q0K6X9|Q0K6X9_CUPNH"	1	0	12	707610312	1290418240	984708200	230332608	637224700	1739338228	706229008	483047700	501324192	1534155832	1196674400	1902858696	619866008	804508440	1233704392	531603396	422424604	1511560296	1638708984	677010492
"tr|Q0K6Y0|Q0K6Y0_CUPNH"	1	0	3	0	285280992	288996992	0	183854000	0	86736804	94667904	0	0	366476000	339028000	0	272064000	158311000	42540270	27800000	110742000	138404992	226795008
"tr|Q0K6Y2|Q0K6Y2_CUPNH"	1	0	7	0	5806570	793806	0	276945500	834144684	749774690	565303122	1368829792	552611084	690971084	1035763554	1176229016	1818519900	1374836408	779559276	1213347912	929029600	903363800	719323718
"tr|Q0K6Y3|Q0K6Y3_CUPNH"	1	0	9	98288596	73375216	0	119293000	82172710	0	0	0	134159000	0	0	170086000	90338800	26885010	129942000	168897904	153719700	147583000	71146200	89012200
"tr|Q0K6Y7|Q0K6Y7_CUPNH"	1	0	4	87312660	0	0	0	0	0	10538600	0	0	0	0	0	23168550	0	0	0	59816700	0	0	0
"tr|Q0K6Z0|Q0K6Z0_CUPNH"	1	0	4	348773496	327457000	0	489975104	223513700	380952692	427932392	113031500	112776796	133846200	101283000	0	121432590	42244900	0	178654296	100266700	0	0	27913400
"tr|Q0K6Z2|Q0K6Z2_CUPNH"	1	0	7	0	227887696	271975600	107436000	54862500	229862000	179337900	328909708	88919800	278419400	306240000	24133400	2026254568	407920992	98119800	37450300	1329900400	431562000	71849400	215236000
"tr|Q0K6Z3|Q0K6Z3_CUPNH"	1	0	46	5719924770	3664570036	977071528	4602635776	3481635636	2113928112	1121217506	2305654938	5983584084	2450819422	1991775458	3304466862	7688305136	2852871482	2454477152	4961913066	9704198240	2446310262	1798031886	3922724662
"tr|Q0K6Z5|Q0K6Z5_CUPNH"	1	0	10	151601800	233210710	338370912	147118000	88891400	237405904	316069088	540220292	94547600	204167104	266469296	20592100	202572396	913073000	358818800	89346200	61449200	591526308	114023600	0
"tr|Q0K6Z6|Q0K6Z6_CUPNH"	1	0	5	1419487148	8563549088	9756823840	7785552000	2557701452	8987449516	3482536684	12892008268	1930569024	3136800756	5809300388	7701292160	692131096	6128264276	3600393936	741236000	508758778	1317820960	4612872000	956438976
"tr|Q0K6Z7|Q0K6Z7_CUPNH"	1	0	4	121304800	43993100	212844992	95483200	58745660	91340900	174060696	52384000	36033000	36836300	103447000	71660704	155404200	42565500	77994896	34950800	129354400	56395000	32948000	36845200
"tr|Q0K6Z8|Q0K6Z8_CUPNH"	1	0	2	157896600	109532870	73590700	28292200	146482696	71934900	68595800	30165500	77484500	53480100	34498900	0	44569800	41839300	26636800	20076200	0	0	0	0
"tr|Q0K6Z9|Q0K6Z9_CUPNH"	1	0	21	1351868105	1010112352	418959666	926428452	499112512	1450285632	726839592	1173814724	896278720	623348984	1212966524	1755047804	2614388026	1377680288	2045927480	3328188749	3014253798	2331839948	1528512272	1352027408
"tr|Q0K700|Q0K700_CUPNH"	1	0	26	23838147418	23420479830	21486601542	30476367812	28254077903	26753988736	29068971258	26374934954	21006782428	20827636414	26823485249	27040119898	24163944694	20824774627	29217248600	23517275850	21110381018	21248665576	24427641390	15817381826
"tr|Q0K702|Q0K702_CUPNH"	1	0	3	177462300	116438000	59230700	148184992	123493900	108251000	136265700	225464000	54188500	113216000	61371100	157350000	26055600	0	0	0	0	0	0	0
"tr|Q0K703|Q0K703_CUPNH"	1	0	6	361021000	216842000	435292400	121857404	235196000	162001496	699077504	143715204	228773744	0	162853800	102567000	248840988	144245604	140409500	248431400	194584000	124294600	67901504	63720700
"tr|Q0K704|Q0K704_CUPNH"	1	0	6	84878700	0	0	0	51777600	17131400	143653500	0	133638200	16038700	38468300	12711800	141053100	17454500	80206800	55754400	226455700	45325100	48616600	15901000
"tr|Q0K707|Q0K707_CUPNH"	1	0	22	572218204	232990020	328746692	50442310	500945354	594897542	500246600	304655742	904534900	791770828	432750760	1109806800	1404108796	1478192738	1349125540	893685484	1165621512	554272690	547867400	620453220
"tr|Q0K708|Q0K708_CUPNH"	1	0	2	30145000	0	0	0	0	0	0	0	0	0	0	0	40667000	0	0	0	75919900	0	0	0
"tr|Q0K709|Q0K709_CUPNH"	1	0	7	0	0	0	0	57562100	89777400	26396300	19810550	156968000	69363296	24870100	69361500	151939600	141452100	25218200	0	125651100	28714300	103264804	70963700
"tr|Q0K712|Q0K712_CUPNH"	1	0	6	184171008	1044989249	509476992	536484992	338970000	245249788	211851300	259392550	140080000	358666790	540461460	924409424	135070400	223460140	436481998	557158800	152568100	365260110	216661030	56214930
"tr|Q0K713|Q0K713_CUPNH"	1	0	6	44951700	0	0	0	0	0	38785000	0	126952500	17464400	0	44396500	238753170	0	0	36793400	212470702	0	38415100	0
"tr|Q0K714|Q0K714_CUPNH"	1	0	9	67813860	0	0	231973796	19797800	0	182286396	119534000	2929110	118059000	88712000	102898200	160101796	96129600	0	252198000	111676200	46553100	0	0
"tr|Q0K718|Q0K718_CUPNH"	1	0	5	981548724	919558976	835136992	1287841208	1788832224	1388388024	1415594688	721356500	1501201616	1250278008	1034724108	523686000	1091655092	937445120	721110424	559828284	822775976	762206108	504374992	610766504
"tr|Q0K719|Q0K719_CUPNH"	1	0	2	0	0	65522100	0	0	0	63909000	54690700	0	0	0	0	0	0	0	0	49259100	0	0	0
"tr|Q0K721|Q0K721_CUPNH"	1	0	5	805918316	977359000	1258135504	1226089008	790651008	2149669368	1259184184	1004067792	657787312	1933495600	820055104	1056502504	613832214	1239020472	1600390192	796067992	575962565	1933152048	1255982392	1146358008
"tr|Q0K722|Q0K722_CUPNH"	1	0	14	199563204	0	116025000	126816000	145769600	162555300	44830200	801566976	607640912	428106108	803644212	1209163380	735532708	238367008	221907800	717308568	804886670	0	148359008	479758716
"tr|Q0K724|Q0K724_CUPNH"	1	0	5	963987040	588676992	869138992	349285392	746089608	501203242.101562	969563224	350714896	606674016	252383008	462681484	376362008	680466000	222522000	453665984	510546008	596607708	387908830	401449984	238985508
"tr|Q0K725|Q0K725_CUPNH"	1	0	8	958657834	621832892	640804704	483650200	1782568404	821418600	2637180302	1007852000	1197616676	784565324	1065097492	908997208	1846585438	850535000	943046296	1696273300	1711828780	853386384	898390108	1129670384
"tr|Q0K726|Q0K726_CUPNH"	1	0	8	25851100	0	0	78099696	37529200	15799900	12141500	68981300	35184100	72862100	246597608	285195492	129069600	54109400	56428100	187408296	74039660	75272900	68162400	201592900
"tr|Q0K728|Q0K728_CUPNH"	1	0	6	0	0	0	0	32948400	0	15356800	0	18252800	101831500	14930500	0	6263840	0	57944800	92993300	28210540	121426000	82887296	0
"tr|Q0K729|Q0K729_CUPNH"	1	0	13	2266449412	1402619910	710105608	523870196	1161589208	1139160916	3464721100	628026308	1016869908	722537716	1534722792	557327140	3000287524	1028672404	1147570804	2925748408	1939338916	835999618	893895464	808852812
"tr|Q0K730|Q0K730_CUPNH"	1	0	3	43718300	0	0	0	0	0	9303660	0	0	0	0	0	17611800	0	0	7261320	122746100	0	0	0
"tr|Q0K731|Q0K731_CUPNH"	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	93566000	0	0	0	258539198	0	0	0
"tr|Q0K732|Q0K732_CUPNH"	1	0	1	309800992	0	0	0	0	0	127707000	0	0	0	0	0	243686000	0	0	0	476108992	0	0	0
"tr|Q0K736|Q0K736_CUPNH"	1	0	3	50948400	0	0	31270300	0	122529600	94991700	68134304	57329700	125972000	180657700	163431200	0	39051900	92964600	74671504	0	222904592	119013704	61737100
"tr|Q0K737|Q0K737_CUPNH"	1	0	19	3192401626	1137142200	576965158	363007018	927396384	1218877238	2840712172	408357310	685367796	404425970	531513256	424983800	3034740085	794160688	609798226	2112756920	2854412530	668772092	670668008	601131858
"tr|Q0K738|Q0K738_CUPNH"	1	0	6	3819008708	538346082	327925700	284524694	960157292	424257948	4184276090	367174656	813001408	310287760	676429800	301242600	3685893728	357383792	421839592	2810341784	3020646236	329902110	325131538	379332900
"tr|Q0K740|Q0K740_CUPNH"	1	0	10	1297559466	129210516	110323540	113933220	282074100	344253876	1153705900	392941996	180127100	263966846	347368800	495687308	753908852	99320100	173868000	550502496	510804730	328586100	260868400	875411924
"tr|Q0K742|Q0K742_CUPNH"	1	0	17	2722251288	3426781660	2328085168	2992668576	1655343392	3313910460	2897897292	3621231696	1241389996	2543120192	2000550988	1332951592	760223904	1919407690	992091004	1187733308	637976604	1542250312	996098100	725516880
"tr|Q0K743|Q0K743_CUPNH"	1	0	10	796836296	995496708	873372008	1295644476	656582908	919356924	1052936792	1323201496	316639692	277923900	320203700	370832492	398511700	175523700	295061608	341336300	313355908	454844704	212140300	99134304
"tr|Q0K744|Q0K744_CUPNH"	1	0	9	717416452	1047790212	1048119600	461077612	412210600	395743780	510338030	201229800	102145400	187894800	252299400	195999496	184074140	58313600	168551008	180846096	149924750	360846784	274267808	62971100
"tr|Q0K749|Q0K749_CUPNH"	1	0	4	96298000	146822000	0	136160992	0	149107008	43099700	275462016	70520496	100807000	365070400	135150000	49693830	60906200	0	74818200	68489120	0	0	118075000
"tr|Q0K750|Q0K750_CUPNH"	1	0	8	140356400	0	0	0	0	0	89732000	0	0	0	0	0	121859700	2294110	0	48771400	180212100	0	0	0
"tr|Q0K752|Q0K752_CUPNH"	1	0	6	117282200	81280304	0	394305900	64855000	96268700	124739540	392374228	47172000	0	7899890	221923568	39069100	108099000	8996120	78229694	77185350	107445000	106464744	58158340
"tr|Q0K753|Q0K753_CUPNH"	1	0	6	811224200	228641204	335405508	86247704	0	175431904	256833042	0	102332000	0	0	0	101059000	82504630	42013400	56985100	26568600	0	0	0
"tr|Q0K754|Q0K754_CUPNH"	1	0	3	0	0	0	0	0	0	14306500	0	0	0	0	0	0	0	0	6022340	0	98157296	0	0
"tr|Q0K755|Q0K755_CUPNH"	1	0	5	112471180	0	15551800	92689104	0	0	49393600	212737400	0	59079500	115340980	612788516	80707780	72086600	54383100	0	82296320	25019900	0	110019300
"tr|Q0K756|Q0K756_CUPNH"	1	0	4	176564540	240425292	171293900	121110300	240146000	183746092	437394090	76569696	139586400	110924596	127164096	115941400	205347274	88082130	141798600	138641000	156225024	84024900	86564800	77586500
"tr|Q0K759|Q0K759_CUPNH"	1	0	4	0	0	104956000	0	14086200	0	0	0	0	0	0	8282980	0	0	0	7571990	14597100	14623600	0	0
"tr|Q0K763|Q0K763_CUPNH"	1	0	2	27325000	0	0	0	0	0	61090800	0	0	0	0	0	20279620	0	0	5749860	13363300	0	0	0
"tr|Q0K764|Q0K764_CUPNH"	1	0	3	134474504	397574000	397586000	953931008	477402992	520890016	133910204	725794976	373465984	477961984	343198992	929052016	122543500	920379040	1118331008	237529808	128073700	927923424	279870912	823558976
"tr|Q0K765|Q0K765_CUPNH"	1	0	5	68426900	0	0	0	0	0	0	0	15064700	0	0	0	51222900	0	0	14075400	152599220	0	0	0
"tr|Q0K766|Q0K766_CUPNH"	1	0	6	74433296	149900000	220943100	189724300	237628700	395916996	421751700	561308816	220139504	458906100	328753700	525751388	368916192	217039600	534828988	205060192	199620800	337165500	417979812	211984392
"tr|Q0K767|Q0K767_CUPNH"	1	0	8	86972830	241412892	160528992	14841500	58562100	149087500	240593704	136826400	32906000	87165604	144325600	17044700	229531192	12678600	17573900	18823100	60581100	0	12455600	14032100
"tr|Q0K770|Q0K770_CUPNH"	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	508069	0	0	0	0	0	0	0
"tr|Q0K773|Q0K773_CUPNH"	1	0	1	0	0	0	31810300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"tr|Q0K774|Q0K774_CUPNH"	1	0	5	817627	0	0	0	0	0	62381920	0	0	0	0	0	0	20611500	0	0	16209000	0	0	0
"tr|Q0K775|Q0K775_CUPNH"	1	0	3	857672	183704000	109340000	0	125745000	379002984	38671600	580916992	134844992	166568000	103896000	127236000	96188640	147428000	315008800	53428700	53372750	78473104	51607600	829763008
"tr|Q0K777|Q0K777_CUPNH"	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20601400	0	0	0
"tr|Q0K779|Q0K779_CUPNH"	1	0	1	0	0	0	0	0	0	9435870	0	0	0	10111300	0	0	0	0	0	0	0	0	0
"tr|Q0K780|Q0K780_CUPNH"	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2161090	0	0	0	0
"tr|Q0K781|Q0K781_CUPNH"	1	0	4	52033180	0	0	0	0	0	0	0	0	0	0	0	25915100	0	0	0	62638500	0	0	0
"tr|Q0K782|Q0K782_CUPNH"	1	0	1	0	22629700	25175800	0	17602400	0	14403100	0	0	0	0	0	13834700	0	0	0	13944500	0	0	0
"tr|Q0K783|Q0K783_CUPNH"	1	0	15	445823668	223411008	217062000	555410232	645094008	596668000	513396804	364191208	912275672	348639008	772631100	908734996	600168196	784106916	930199108	891675288	614247900	722824216	182663800	890973192
"tr|Q0K785|Q0K785_CUPNH"	1	0	1	223254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"tr|Q0K787|Q0K787_CUPNH"	1	0	2	35181200	0	38826300	0	0	0	36634400	0	0	0	0	0	0	0	0	0	16263800	0	0	0
"tr|Q0K789|Q0K789_CUPNH"	1	0	1	0	129516000	0	0	0	0	0	0	0	0	0	46593100	0	0	54344100	0	0	0	0	0
"tr|Q0K790|Q0K790_CUPNH"	1	0	19	4938906672	2490906004	1429205176	2616937504	2537728800	1937780992	2720003020	2962597492	1436238408	2121555524	1613604416	1894631424	2327915060	1215221592	1667459396	1861581142	1918934146	1443128516	1399413100	2261258100
"tr|Q0K791|Q0K791_CUPNH"	1	0	4	261631338	196074560	75920496	90756704	2343270	58885300	150069900	55856300	0	0	0	0	20609700	0	0	0	10713200	0	0	0
"tr|Q0K792|Q0K792_CUPNH"	1	0	3	1250377960	6340541032	7865739740	5556609920	3636578048	4543940036	1711965576	3049349928	3114797952	2915974008	4577389072	2363069984	377908984	3889996240	3509530128	2730774976	767704112	3550624532	3229205856	3151042000
"tr|Q0K794|Q0K794_CUPNH"	1	0	19	1690292074	313791292	216174508	483501200	931284816	595765189	679307804	1514467400	1304771112	1035812716	876279080	1300518184	1735909832	422348796	609567304	1429099212	1685739234	926062894	418604508	561962445
"tr|Q0K795|Q0K795_CUPNH"	1	0	3	0	0	0	0	13918500	0	10839000	0	0	0	0	0	0	0	13344000	0	29952400	0	0	64329200
"tr|Q0K796|Q0K796_CUPNH"	1	0	2	54387000	0	0	0	0	0	0	0	35761500	0	0	0	0	24013600	0	0	0	16281900	0	0
"tr|Q0K797|Q0K797_CUPNH"	1	0	4	129368000	667334976	410676592	323316592	586673984	0	994498508	1001471484	0	670000684	136976000	691082008	345460990	687303724	839239076	788686032	728584103	378917800	32721200	346692892
"tr|Q0K798|Q0K798_CUPNH"	1	0	3	5059650	16296790	19462870	36140100	34233483	45068270	5737910	28370780	51315170	11716900	15211190	20601180	7327280	12089680	25093890	8139970	4532430	16067700	43760600	24913520
"tr|Q0K7A1|Q0K7A1_CUPNH"	1	0	9	271114000	86434800	35569900	59596500	103332900	45061300	243710296	56380900	69883696	142541896	67435600	318785766	217082404	80271300	125856904	113455000	186561096	73872304	77772800	99896400
"tr|Q0K7A2|Q0K7A2_CUPNH"	1	0	2	0	0	34597800	0	0	0	0	0	46840700	0	0	0	0	0	0	0	0	0	0	0
"tr|Q0K7A3|Q0K7A3_CUPNH"	1	0	6	416461838	217836190	424654500	281885608	214378186	172960100	591351002	583032900	34322599	425722600	324839100	120281483	85500500	342453000	101689900	63542900	42810600	100295900	49649900	0
"tr|Q0K7A4|Q0K7A4_CUPNH"	1	0	6	148458100	268272892	124871400	366753908	0	260531000	532508800	272180000	118313000	290891008	121370550	159268908	137928300	164408000	397196992	247436504	106990100	177526192	260326708	461545984
"tr|Q0K7A5|Q0K7A5_CUPNH"	1	0	16	387522718	796663988	482184920	437287008	532584640	310932708	283458708	390919566	788550816	448447192	743093700	603414896	815966450	700565286	928781052	743890012	559340392	491435100	701894392	453103008
"tr|Q0K7A7|Q0K7A7_CUPNH"	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	980677
"tr|Q0K7A8|Q0K7A8_CUPNH"	1	0	13	298695072	356183608	383141808	175137400	270653492	278947800	487644292	183165400	741447200	351873912	747974304	280310904	1300392347	719228692	841582804	935846100	1370885172	511245600	565118900	638961008
"tr|Q0K7A9|Q0K7A9_CUPNH"	1	0	9	640056492	323747296	323093712	198991200	477439656	339069008	766226192	258451600	468129300	312951504	476403050	333544300	675115200	391725896	449491700	510842900	509034204	344626904	451846000	395548996
"tr|Q0K7B0|Q0K7B0_CUPNH"	1	0	8	142430100	0	0	0	7970660	0	50747400	0	180242000	67859600	4380670	46870520	173379096	10296400	4880450	37714600	282429000	60728600	0	45687670
"tr|Q0K7B4|Q0K7B4_CUPNH"	1	0	5	83571104	224438000	365344000	142503008	552318976	374065008	1460891584	212976000	588470016	296906592	83242896	257487008	1434019232	257836992	28354500	868668116	277433892	274396000	287248992	223614000
"tr|Q0K7B5|Q0K7B5_CUPNH"	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	176914404	0	0	44795500	218013700	0	0	0
"tr|Q0K7B6|Q0K7B6_CUPNH"	1	0	19	11053764908	6217585256	3277913362	5608441648	5503300916	2585050386	3643869666	2408830204	3678242904	1533155384	2129876084	2244749800	4641117076	2400486982	2366772520	1605592660	6959996440	1606945380	2324892892	1423268484
"tr|Q0K7B8|Q0K7B8_CUPNH"	1	0	3	158182380	51052000	0	0	59452500	0	0	0	52110300	0	0	0	43851430	0	0	0	96117244	0	0	0
"tr|Q0K7B9|Q0K7B9_CUPNH"	1	0	9	59163510	1557667962	578153912	294455732	25607200	702599184	309388750	301678016	0	118101420	163176992	0	3487430	173253500	412283008	151680348	143739530	196447992	193152992	70047600
"tr|Q0K7C0|Q0K7C0_CUPNH"	1	0	9	139818900	168058725	238701296	113425400	161859500	56380900	348176800	36751000	0	7770470	14667300	0	51648800	7388360	9683420	48244700	112539200	6890860	41062600	21118340
"tr|Q0K7C1|Q0K7C1_CUPNH"	1	0	22	1079930808	1660437576	2561185628	962308584	1238880196	4683076012	2328313118	1521153476	1303581508	4075244708	2457615316	2589729684	2158579358	3163468644	3394433012	2644870948	1475737884	3559479808	3759810096	3236545656
"tr|Q0K7C2|Q0K7C2_CUPNH"	1	0	15	286506400	239989700	353925696	130487900	418709300	368106300	533386500	233214304	312283180	264517596	377297580	879445600	604975784	474850330	630922300	531536792	536088900	507478446	732932304	558420000
"tr|Q0K7C3|Q0K7C3_CUPNH"	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48133500	0	0	0
"tr|Q0K7C4|Q0K7C4_CUPNH"	1	0	6	302571700	203898800	105897000	157272300	63725900	66529600	63358100	55445700	0	46798300	0	0	26023300	0	46177130	0	0	0	0	0
"tr|Q0K7C6|Q0K7C6_CUPNH"	1	0	1	0	0	0	1156240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"tr|Q0K7C7|Q0K7C7_CUPNH"	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	64224500	36720500	0	0	0	0	0
"tr|Q0K7C8|Q0K7C8_CUPNH"	1	0	1	0	0	38919000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"tr|Q0K7C9|Q0K7C9_CUPNH"	1	0	2	0	6371640	3718500	3046650	9470390	4074110	8145770	2231930	0	3982670	5172050	1903340	6074590	4454990	0	0	0	4082150	3753100	1886290
"tr|Q0K7D3|Q0K7D3_CUPNH"	1	0	7	452684800	1064666916	1137192386	655202288	426885492	656391170	571751408	441853210	544878800	1159556016	382624308	402363580	291044000	516828800	312103472	234071280	366542100	1074687616	524430920	294651096
"tr|Q0K7D6|Q0K7D6_CUPNH"	1	0	1	0	0	0	0	0	0	0	0	0	0	0	79658400	0	348151008	0	0	0	0	0	0
"tr|Q0K7D7|Q0K7D7_CUPNH"	1	0	9	735190896	955253320	93375044	424893396	68508800	5646130	0	76055104	0	0	27247000	0	0	0	0	0	0	0	0	0
"tr|Q0K7D9|Q0K7D9_CUPNH"	1	0	4	318577850	177052000	155232992	107465000	177736000	165047008	116838400	102219000	151440200	209677696	71228704	0	88467890	0	0	0	47487400	0	0	0
"tr|Q0K7E0|Q0K7E0_CUPNH"	1	0	4	117867000	876049	0	0	0	14569000	157850300	0	0	0	0	1197470	57334800	0	0	0	0	0	0	0
"tr|Q0K7E1|Q0K7E1_CUPNH"	1	0	11	911037900	303461300	259545270	170626696	278026094	152696320	1206980440	43370790	302800356	153159540	262803804	74666440	865975336	338066368	373485702	1237083934	646779672	22781150	245740574	339453100
"tr|Q0K7E2|Q0K7E2_CUPNH"	1	0	9	1019972292	770299900	1037509808	512006592	623303392	545310308	930667100	287633984	524243596	619335800	552412000	338927000	938336616	541694308	508237304	590470704	972451938	697426984	906774896	803630808
"tr|Q0K7E3|Q0K7E3_CUPNH"	1	0	6	101037400	0	0	1534510	37798770	0	39521600	0	73579816	0	0	0	164035300	0	0	48907967.6015625	167518100	5448380	0	4185570
"tr|Q0K7E4|Q0K7E4_CUPNH"	1	0	4	103580200	187682400	0	240039008	164722300	232454000	93865300	0	173204500	0	0	181536992	115367000	73070496	0	46319300	103733600	138315850	60014400	26895900
"tr|Q0K7E6|Q0K7E6_CUPNH"	1	0	19	396487100	285753066	119111000	0	466254016	280277092	900375312	383824208	521405280	466972700	609493204	709801088	1693795308	1663628724	1240134524	1219255168	1898326116	744100400	744432500	1385696800
"tr|Q0K7E7|Q0K7E7_CUPNH"	1	0	7	567458584	663652492	634068000	743948792	473836992	1130770424	1288638612	638081992	853766976	1025501224	923469696	1431833888	1534130088	1249741392	1095019376	1531831304	1110110280	1249592424	1011894080	1738597592
"tr|Q0K7E8|Q0K7E8_CUPNH"	1	0	9	73043800	267122600	267634608	242087208	285259108	231332908	207877600	234049102	272629100	279913008	244461290	256950388	417326600	324527600	315115880	232420300	523930812	376639000	296618608	489211196
"tr|Q0K7E9|Q0K7E9_CUPNH"	1	0	19	853923688	1611744992	2192988768	4043938824	2538984024	4100487716	2856048076	6562233984	2791316908	6255577392	4591669868	3883874600	2161834212	6292182788	9580537196	4790671184	2624302390	6030964304	5177315620	6418065860
"tr|Q0K7F0|Q0K7F0_CUPNH"	1	0	17	196536112	108564610	26681700	157366600	422692778	376999770	462780248	367176714	612571240	283426690	441401696	413265000	605321764	591574874	423935124	869064474	637430382	549532538	460503904	559726604
"tr|Q0K7F2|Q0K7F2_CUPNH"	1	0	3	57264900	36445400	46754890	68841500	230037900	100854396	65617400	206539200	138391996	104896490	48336000	64429200	0	107361004	60308300	11161200	22312100	22646100	110262710	47067500
"tr|Q0K7F3|Q0K7F3_CUPNH"	1	0	1	0	0	0	0	0	0	0	0	20763000	0	0	0	0	0	0	0	21290500	0	0	0
"tr|Q0K7F4|Q0K7F4_CUPNH"	1	0	1	0	0	0	0	128326000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"tr|Q0K7F7|Q0K7F7_CUPNH"	1	0	1	0	527424992	94103200	69971296	91187200	574394008	37826800	84490896	0	0	285335008	0	0	0	0	0	0	93992200	0	0
"tr|Q0K7F8|Q0K7F8_CUPNH"	1	0	11	1000336504	146105596	56743400	91466400	139550900	115453996	277276096	0	224714572	43372300	69169100	228962192	716537438	263029400	15202900	394144692	498995758	274419500	45649900	0
"tr|Q0K7G5|Q0K7G5_CUPNH"	1	0	12	1439237652	1371198396	2527323492	1291457092	1584974684	1820509920	1922435420	1709822288	705655304	1220324524	437978588	1212138068	946843096	1045453824	887181512	357298396	472899100	929452192	292750700	538606800
"tr|Q0K7G6|Q0K7G6_CUPNH"	1	0	3	34354300	0	29005900	0	0	72277504	69058500	35598700	61444100	66049400	0	117576700	99438500	25048500	61103200	64884200	43173400	38090600	43379700	31665000
"tr|Q0K7G7|Q0K7G7_CUPNH"	1	0	9	293196800	228875296	137609600	333376996	472960018	299453200	604482796	735072992	710734392	529762484	473682138	707959550	677462596	909568000	518910000	608193204	591564800	482794088	511971092	1070363636
"tr|Q0K7G8|Q0K7G8_CUPNH"	1	0	3	0	0	211733	61001200	0	0	0	68763000	0	0	0	0	66332800	0	80676.1015625	77712304	20759284	0	74693800	80381600
"tr|Q0K7H0|Q0K7H0_CUPNH"	1	0	6	280883916	53744900	168406300	0	0	0	343403696	56221800	0	0	50279400	0	45832000	0	72091904	0	78605304	66976900	0	0
"tr|Q0K7H1|Q0K7H1_CUPNH"	1	0	6	502063594	1317496104	986182032	1344032704	520142224	1053380582	798147750	685179940	334840002	401698092	923062418	1075338524	316946104	401985418	595406792	347376308	204947596	533485628	376059190	366804116
"tr|Q0K7H2|Q0K7H2_CUPNH"	1	0	5	1189117800	50888000	0	0	37116100	0	965984162	0	30929700	0	30408400	0	728232780	0	17400500	272244912	591315000	0	0	18198600
"tr|Q0K7H3|Q0K7H3_CUPNH"	1	0	5	0	0	0	0	0	540677	29036330	0	27095100	84788096	39592730	1604104	124588400	1062740	755741	72705500	104183534	990222	594692	1395501
"tr|Q0K7H5|Q0K7H5_CUPNH"	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	15245700	0	0	20326500	0	0	0	0
